Product code;Language;Quantity;Combination
"	-1,21703E+11";fr;1386;test import prices ans stocks: option 7
"	-1,21943E+11";fr;1387;test import prices ans stocks: option 8
"	-1,22182E+11";fr;1388;
"	-1,22422E+11";fr;1405;
"	-1,22661E+11";fr;1406;test import prices ans stocks: option 1
"	-1,22901E+11";fr;1407;test import prices ans stocks: option 2
"	-1,2314E+11";fr;1408;test import prices ans stocks: option 3
"	-1,2338E+11";fr;1409;test import prices ans stocks: option 4
"	-1,23619E+11";fr;1410;test import prices ans stocks: option 5
"	-1,23859E+11";fr;1411;test import prices ans stocks: option 6
"	-1,24098E+11";fr;1412;test import prices ans stocks: option 7
"	-1,24338E+11";fr;1413;test import prices ans stocks: option 8
"	-1,24577E+11";fr;1414;
"	-1,24817E+11";fr;1431;
"	-1,25056E+11";fr;1432;test import prices ans stocks: option 1
"	-1,25296E+11";fr;1433;test import prices ans stocks: option 2
"	-1,25535E+11";fr;1434;test import prices ans stocks: option 3
"	-1,25775E+11";fr;1435;test import prices ans stocks: option 4
"	-1,26014E+11";fr;1436;test import prices ans stocks: option 5
"	-1,26254E+11";fr;1437;test import prices ans stocks: option 6
"	-1,26493E+11";fr;1438;test import prices ans stocks: option 7
"	-1,26733E+11";fr;1439;test import prices ans stocks: option 8
"	-1,26972E+11";fr;1440;
"	-1,27212E+11";fr;1457;
"	-1,27451E+11";fr;1458;test import prices ans stocks: option 1
"	-1,27691E+11";fr;1459;test import prices ans stocks: option 2
"	-1,2793E+11";fr;1460;test import prices ans stocks: option 3
"	-1,2817E+11";fr;1461;test import prices ans stocks: option 4
"	-1,28409E+11";fr;1462;test import prices ans stocks: option 5
"	-1,28649E+11";fr;1463;test import prices ans stocks: option 6
"	-1,28888E+11";fr;1464;test import prices ans stocks: option 7
"	-1,29128E+11";fr;1465;test import prices ans stocks: option 8
"	-1,29367E+11";fr;1466;
"	-1,29607E+11";fr;1483;
"	-1,29846E+11";fr;1484;test import prices ans stocks: option 1
"	-1,30086E+11";fr;1485;test import prices ans stocks: option 2
"	-1,30325E+11";fr;1486;test import prices ans stocks: option 3
"	-1,30565E+11";fr;1487;test import prices ans stocks: option 4
"	-1,30804E+11";fr;1488;test import prices ans stocks: option 5
"	-1,31044E+11";fr;1489;test import prices ans stocks: option 6
"	-1,31283E+11";fr;1490;test import prices ans stocks: option 7
"	-1,31523E+11";fr;1491;test import prices ans stocks: option 8
"	-1,31762E+11";fr;1492;
"	-1,32002E+11";fr;1509;
"	-1,32241E+11";fr;1510;test import prices ans stocks: option 1
"	-1,32481E+11";fr;1511;test import prices ans stocks: option 2
"	-1,3272E+11";fr;1512;test import prices ans stocks: option 3
"	-1,3296E+11";fr;1513;test import prices ans stocks: option 4
"	-1,33199E+11";fr;1514;test import prices ans stocks: option 5
"	-1,33439E+11";fr;1515;test import prices ans stocks: option 6
"	-1,33678E+11";fr;1516;test import prices ans stocks: option 7
"	-1,33918E+11";fr;1517;test import prices ans stocks: option 8
"	-1,34157E+11";fr;1518;
"	-1,34397E+11";fr;1535;
"	-1,34636E+11";fr;1536;test import prices ans stocks: option 1
"	-1,34876E+11";fr;1537;test import prices ans stocks: option 2
"	-1,35115E+11";fr;1538;test import prices ans stocks: option 3
"	-1,35355E+11";fr;1539;test import prices ans stocks: option 4
"	-1,35594E+11";fr;1540;test import prices ans stocks: option 5
"	-1,35834E+11";fr;1541;test import prices ans stocks: option 6
"	-1,36073E+11";fr;1542;test import prices ans stocks: option 7
"	-1,36313E+11";fr;1543;test import prices ans stocks: option 8
"	-1,36552E+11";fr;1544;
"	-1,36792E+11";fr;1561;
"	-1,37031E+11";fr;1562;test import prices ans stocks: option 1
"	-1,37271E+11";fr;1563;test import prices ans stocks: option 2
"	-1,3751E+11";fr;1564;test import prices ans stocks: option 3
"	-1,3775E+11";fr;1565;test import prices ans stocks: option 4
"	-1,37989E+11";fr;1566;test import prices ans stocks: option 5
"	-1,38229E+11";fr;1567;test import prices ans stocks: option 6
"	-1,38468E+11";fr;1568;test import prices ans stocks: option 7
"	-1,38708E+11";fr;1569;test import prices ans stocks: option 8
"	-1,38947E+11";fr;1570;
"	-1,39187E+11";fr;1587;
"	-1,39426E+11";fr;1588;test import prices ans stocks: option 1
"	-1,39666E+11";fr;1589;test import prices ans stocks: option 2
"	-1,39905E+11";fr;1590;test import prices ans stocks: option 3
"	-1,40145E+11";fr;1591;test import prices ans stocks: option 4
"	-1,40384E+11";fr;1592;test import prices ans stocks: option 5
"	-1,40624E+11";fr;1593;test import prices ans stocks: option 6
"	-1,40863E+11";fr;1594;test import prices ans stocks: option 7
"	-1,41103E+11";fr;1595;test import prices ans stocks: option 8
"	-1,41342E+11";fr;1596;
"	-1,41582E+11";fr;1613;
"	-1,41821E+11";fr;1614;test import prices ans stocks: option 1
"	-1,42061E+11";fr;1615;test import prices ans stocks: option 2
"	-1,423E+11";fr;1616;test import prices ans stocks: option 3
"	-1,4254E+11";fr;1617;test import prices ans stocks: option 4
"	-1,42779E+11";fr;1618;test import prices ans stocks: option 5
"	-1,43019E+11";fr;1619;test import prices ans stocks: option 6
"	-1,43258E+11";fr;1620;test import prices ans stocks: option 7
"	-1,43498E+11";fr;1621;test import prices ans stocks: option 8
"	-1,43737E+11";fr;1622;
"	-1,43977E+11";fr;1639;
"	-1,44216E+11";fr;1640;test import prices ans stocks: option 1
"	-1,44456E+11";fr;1641;test import prices ans stocks: option 2
"	-1,44695E+11";fr;1642;test import prices ans stocks: option 3
"	-1,44935E+11";fr;1643;test import prices ans stocks: option 4
"	-1,45174E+11";fr;1644;test import prices ans stocks: option 5
"	-1,45414E+11";fr;1645;test import prices ans stocks: option 6
"	-1,45653E+11";fr;1646;test import prices ans stocks: option 7
"	-1,45893E+11";fr;1647;test import prices ans stocks: option 8
"	-1,46132E+11";fr;1648;
"	-1,46372E+11";fr;1665;
"	-1,46611E+11";fr;1666;test import prices ans stocks: option 1
"	-1,46851E+11";fr;1667;test import prices ans stocks: option 2
"	-1,4709E+11";fr;1668;test import prices ans stocks: option 3
"	-1,4733E+11";fr;1669;test import prices ans stocks: option 4
"	-1,47569E+11";fr;1670;test import prices ans stocks: option 5
"	-1,47809E+11";fr;1671;test import prices ans stocks: option 6
"	-1,48048E+11";fr;1672;test import prices ans stocks: option 7
"	-1,48288E+11";fr;1673;test import prices ans stocks: option 8
"	-1,48527E+11";fr;1674;
"	-1,48767E+11";fr;1691;
"	-1,49006E+11";fr;1692;test import prices ans stocks: option 1
"	-1,49246E+11";fr;1693;test import prices ans stocks: option 2
"	-1,49485E+11";fr;1694;test import prices ans stocks: option 3
"	-1,49725E+11";fr;1695;test import prices ans stocks: option 4
"	-1,49964E+11";fr;1696;test import prices ans stocks: option 5
"	-1,50204E+11";fr;1697;test import prices ans stocks: option 6
"	-1,50443E+11";fr;1698;test import prices ans stocks: option 7
"	-1,50683E+11";fr;1699;test import prices ans stocks: option 8
"	-1,50922E+11";fr;1700;
"	-1,51162E+11";fr;1717;
"	-1,51401E+11";fr;1718;test import prices ans stocks: option 1
"	-1,51641E+11";fr;1719;test import prices ans stocks: option 2
"	-1,5188E+11";fr;1720;test import prices ans stocks: option 3
"	-1,5212E+11";fr;1721;test import prices ans stocks: option 4
"	-1,52359E+11";fr;1722;test import prices ans stocks: option 5
"	-1,52599E+11";fr;1723;test import prices ans stocks: option 6
"	-1,52838E+11";fr;1724;test import prices ans stocks: option 7
"	-1,53078E+11";fr;1725;test import prices ans stocks: option 8
"	-1,53317E+11";fr;1726;
"	-1,53557E+11";fr;1743;
"	-1,53796E+11";fr;1744;test import prices ans stocks: option 1
"	-1,54036E+11";fr;1745;test import prices ans stocks: option 2
"	-1,54275E+11";fr;1746;test import prices ans stocks: option 3
"	-1,54515E+11";fr;1747;test import prices ans stocks: option 4
"	-1,54754E+11";fr;1748;test import prices ans stocks: option 5
"	-1,54994E+11";fr;1749;test import prices ans stocks: option 6
"	-1,55233E+11";fr;1750;test import prices ans stocks: option 7
"	-1,55473E+11";fr;1751;test import prices ans stocks: option 8
"	-1,55712E+11";fr;1752;
"	-1,55952E+11";fr;1769;
"	-1,56191E+11";fr;1770;test import prices ans stocks: option 1
"	-1,56431E+11";fr;1771;test import prices ans stocks: option 2
"	-1,5667E+11";fr;1772;test import prices ans stocks: option 3
"	-1,5691E+11";fr;1773;test import prices ans stocks: option 4
"	-1,57149E+11";fr;1774;test import prices ans stocks: option 5
"	-1,57389E+11";fr;1775;test import prices ans stocks: option 6
"	-1,57628E+11";fr;1776;test import prices ans stocks: option 7
"	-1,57868E+11";fr;1777;test import prices ans stocks: option 8
"	-1,58107E+11";fr;1778;
"	-1,58347E+11";fr;1795;
"	-1,58586E+11";fr;1796;test import prices ans stocks: option 1
"	-1,58826E+11";fr;1797;test import prices ans stocks: option 2
"	-1,59065E+11";fr;1798;test import prices ans stocks: option 3
"	-1,59305E+11";fr;1799;test import prices ans stocks: option 4
"	-1,59544E+11";fr;1800;test import prices ans stocks: option 5
"	-1,59784E+11";fr;1801;test import prices ans stocks: option 6
"	-1,60263E+11";fr;1803;test import prices ans stocks: option 8
"	-1,60023E+11";fr;1802;test import prices ans stocks: option 7
"	-1,60502E+11";fr;1804;
"	-1,60742E+11";fr;1821;
"	-1,60981E+11";fr;1822;test import prices ans stocks: option 1
"	-1,61221E+11";fr;1823;test import prices ans stocks: option 2
"	-1,6146E+11";fr;1824;test import prices ans stocks: option 3
"	-1,617E+11";fr;1825;test import prices ans stocks: option 4
"	-1,61939E+11";fr;1826;test import prices ans stocks: option 5
"	-1,62179E+11";fr;1827;test import prices ans stocks: option 6
"	-1,62418E+11";fr;1828;test import prices ans stocks: option 7
"	-1,62658E+11";fr;1829;test import prices ans stocks: option 8
"	-1,62897E+11";fr;1830;
"	-1,63137E+11";fr;1847;
"	-1,63376E+11";fr;1848;test import prices ans stocks: option 1
"	-1,63616E+11";fr;1849;test import prices ans stocks: option 2
"	-1,63855E+11";fr;1850;test import prices ans stocks: option 3
"	-1,64095E+11";fr;1851;test import prices ans stocks: option 4
"	-1,64334E+11";fr;1852;test import prices ans stocks: option 5
"	-1,64574E+11";fr;1853;test import prices ans stocks: option 6
"	-1,64814E+11";fr;1854;test import prices ans stocks: option 7
"	-1,65053E+11";fr;1855;test import prices ans stocks: option 8
"	-1,65293E+11";fr;1856;
"	-1,65532E+11";fr;1873;
"	-1,65772E+11";fr;1874;test import prices ans stocks: option 1
"	-1,66011E+11";fr;1875;test import prices ans stocks: option 2
"	-1,66251E+11";fr;1876;test import prices ans stocks: option 3
"	-1,6649E+11";fr;1877;test import prices ans stocks: option 4
"	-1,6673E+11";fr;1878;test import prices ans stocks: option 5
"	-1,66969E+11";fr;1879;test import prices ans stocks: option 6
"	-1,67209E+11";fr;1880;test import prices ans stocks: option 7
"	-1,67448E+11";fr;1881;test import prices ans stocks: option 8
"	-1,67688E+11";fr;1882;
"	-1,67927E+11";fr;1899;
"	-1,68167E+11";fr;1900;test import prices ans stocks: option 1
"	-1,68406E+11";fr;1901;test import prices ans stocks: option 2
"	-1,68646E+11";fr;1902;test import prices ans stocks: option 3
"	-1,68885E+11";fr;1903;test import prices ans stocks: option 4
"	-1,69125E+11";fr;1904;test import prices ans stocks: option 5
"	-1,69364E+11";fr;1905;test import prices ans stocks: option 6
"	-1,69604E+11";fr;1906;test import prices ans stocks: option 7
"	-1,69843E+11";fr;1907;test import prices ans stocks: option 8
"	-1,70083E+11";fr;1908;
"	-1,70322E+11";fr;1925;
"	-1,70562E+11";fr;1926;test import prices ans stocks: option 1
"	-1,70801E+11";fr;1927;test import prices ans stocks: option 2
"	-1,71041E+11";fr;1928;test import prices ans stocks: option 3
"	-1,7128E+11";fr;1929;test import prices ans stocks: option 4
"	-1,7152E+11";fr;1930;test import prices ans stocks: option 5
"	-1,71759E+11";fr;1931;test import prices ans stocks: option 6
"	-1,71999E+11";fr;1932;test import prices ans stocks: option 7
"	-1,72238E+11";fr;1933;test import prices ans stocks: option 8
"	-1,72478E+11";fr;1934;
"	-1,72717E+11";fr;1951;
"	-1,72957E+11";fr;1952;test import prices ans stocks: option 1
"	-1,73196E+11";fr;1953;test import prices ans stocks: option 2
"	-1,73436E+11";fr;1954;test import prices ans stocks: option 3
"	-1,73675E+11";fr;1955;test import prices ans stocks: option 4
"	-1,73915E+11";fr;1956;test import prices ans stocks: option 5
"	-1,74154E+11";fr;1957;test import prices ans stocks: option 6
"	-1,74394E+11";fr;1958;test import prices ans stocks: option 7
"	-1,74633E+11";fr;1959;test import prices ans stocks: option 8
"	-1,74873E+11";fr;1960;
"	-1,75112E+11";fr;1977;
"	-1,75352E+11";fr;1978;test import prices ans stocks: option 1
"	-1,75591E+11";fr;1979;test import prices ans stocks: option 2
"	-1,75831E+11";fr;1980;test import prices ans stocks: option 3
"	-1,7607E+11";fr;1981;test import prices ans stocks: option 4
"	-1,7631E+11";fr;1982;test import prices ans stocks: option 5
"	-1,76549E+11";fr;1983;test import prices ans stocks: option 6
"	-1,76789E+11";fr;1984;test import prices ans stocks: option 7
"	-1,77028E+11";fr;1985;test import prices ans stocks: option 8
"	-1,77268E+11";fr;1986;
"	-1,77507E+11";fr;2003;
"	-1,77747E+11";fr;2004;test import prices ans stocks: option 1
"	-1,77986E+11";fr;2005;test import prices ans stocks: option 2
"	-1,78226E+11";fr;2006;test import prices ans stocks: option 3
"	-1,78465E+11";fr;2007;test import prices ans stocks: option 4
"	-1,78705E+11";fr;2008;test import prices ans stocks: option 5
"	-1,78944E+11";fr;2009;test import prices ans stocks: option 6
"	-1,79184E+11";fr;2010;test import prices ans stocks: option 7
"	-1,79423E+11";fr;2011;test import prices ans stocks: option 8
"	-1,79663E+11";fr;2012;
"	-1,79902E+11";fr;2029;
"	-1,80142E+11";fr;2030;test import prices ans stocks: option 1
"	-1,80381E+11";fr;2031;test import prices ans stocks: option 2
"	-1,80621E+11";fr;2032;test import prices ans stocks: option 3
"	-1,8086E+11";fr;2033;test import prices ans stocks: option 4
"	-1,811E+11";fr;2034;test import prices ans stocks: option 5
"	-1,81339E+11";fr;2035;test import prices ans stocks: option 6
"	-1,81579E+11";fr;2036;test import prices ans stocks: option 7
"	-1,81818E+11";fr;2037;test import prices ans stocks: option 8
"	-1,82058E+11";fr;2038;
"	-1,82297E+11";fr;2055;
"	-1,82537E+11";fr;2056;test import prices ans stocks: option 1
"	-1,82776E+11";fr;2057;test import prices ans stocks: option 2
"	-1,83016E+11";fr;2058;test import prices ans stocks: option 3
"	-1,83255E+11";fr;2059;test import prices ans stocks: option 4
"	-1,83495E+11";fr;2060;test import prices ans stocks: option 5
"	-1,83734E+11";fr;2061;test import prices ans stocks: option 6
"	-1,83974E+11";fr;2062;test import prices ans stocks: option 7
"	-1,84213E+11";fr;2063;test import prices ans stocks: option 8
"	-1,84453E+11";fr;2064;
"	-1,84692E+11";fr;2081;
"	-1,84932E+11";fr;2082;test import prices ans stocks: option 1
"	-1,85171E+11";fr;2083;test import prices ans stocks: option 2
"	-1,85411E+11";fr;2084;test import prices ans stocks: option 3
"	-1,8565E+11";fr;2085;test import prices ans stocks: option 4
"	-1,86129E+11";fr;2087;test import prices ans stocks: option 6
"	-1,8589E+11";fr;2086;test import prices ans stocks: option 5
"	-1,86369E+11";fr;2088;test import prices ans stocks: option 7
"	-1,86608E+11";fr;2089;test import prices ans stocks: option 8
"	-1,86848E+11";fr;2090;
"	-1,87087E+11";fr;2107;
"	-1,87327E+11";fr;2108;test import prices ans stocks: option 1
"	-1,87566E+11";fr;2109;test import prices ans stocks: option 2
"	-1,87806E+11";fr;2110;test import prices ans stocks: option 3
"	-1,88045E+11";fr;2111;test import prices ans stocks: option 4
"	-1,88285E+11";fr;2112;test import prices ans stocks: option 5
"	-1,88524E+11";fr;2113;test import prices ans stocks: option 6
"	-1,88764E+11";fr;2114;test import prices ans stocks: option 7
"	-1,89003E+11";fr;2115;test import prices ans stocks: option 8
"	-1,89243E+11";fr;2116;
"	-1,89482E+11";fr;2133;
"	-1,89722E+11";fr;2134;test import prices ans stocks: option 1
"	-1,89961E+11";fr;2135;test import prices ans stocks: option 2
"	-1,90201E+11";fr;2136;test import prices ans stocks: option 3
"	-1,9044E+11";fr;2137;test import prices ans stocks: option 4
"	-1,9068E+11";fr;2138;test import prices ans stocks: option 5
"	-1,90919E+11";fr;2139;test import prices ans stocks: option 6
"	-1,91159E+11";fr;2140;test import prices ans stocks: option 7
"	-1,91398E+11";fr;2141;test import prices ans stocks: option 8
"	-1,91638E+11";fr;2142;
"	-1,91877E+11";fr;2159;
"	-1,92117E+11";fr;2160;test import prices ans stocks: option 1
"	-1,92356E+11";fr;2161;test import prices ans stocks: option 2
"	-1,92596E+11";fr;2162;test import prices ans stocks: option 3
"	-1,92835E+11";fr;2163;test import prices ans stocks: option 4
"	-1,93075E+11";fr;2164;test import prices ans stocks: option 5
"	-1,93314E+11";fr;2165;test import prices ans stocks: option 6
"	-1,93554E+11";fr;2166;test import prices ans stocks: option 7
"	-1,93793E+11";fr;2167;test import prices ans stocks: option 8
"	-1,94033E+11";fr;2168;
"	-1,94272E+11";fr;2185;
"	-1,94512E+11";fr;2186;test import prices ans stocks: option 1
"	-1,94751E+11";fr;2187;test import prices ans stocks: option 2
"	-1,94991E+11";fr;2188;test import prices ans stocks: option 3
"	-1,9523E+11";fr;2189;test import prices ans stocks: option 4
"	-1,9547E+11";fr;2190;test import prices ans stocks: option 5
"	-1,95709E+11";fr;2191;test import prices ans stocks: option 6
"	-1,95949E+11";fr;2192;test import prices ans stocks: option 7
"	-1,96188E+11";fr;2193;test import prices ans stocks: option 8
"	-1,96428E+11";fr;2194;
"	-1,96667E+11";fr;2211;
"	-1,96907E+11";fr;2212;test import prices ans stocks: option 1
"	-1,97146E+11";fr;2213;test import prices ans stocks: option 2
"	-1,97386E+11";fr;2214;test import prices ans stocks: option 3
"	-1,97625E+11";fr;2215;test import prices ans stocks: option 4
"	-1,97865E+11";fr;2216;test import prices ans stocks: option 5
"	-1,98344E+11";fr;2218;test import prices ans stocks: option 7
"	-1,98104E+11";fr;2217;test import prices ans stocks: option 6
"	-1,98583E+11";fr;2219;test import prices ans stocks: option 8
"	-1,98823E+11";fr;2220;
"	-1,99062E+11";fr;2237;
"	-1,99302E+11";fr;2238;test import prices ans stocks: option 1
"	-1,99541E+11";fr;2239;test import prices ans stocks: option 2
"	-1,99781E+11";fr;2240;test import prices ans stocks: option 3
"	-2,0002E+11";fr;2241;test import prices ans stocks: option 4
"	-2,0026E+11";fr;2242;test import prices ans stocks: option 5
"	-2,00499E+11";fr;2243;test import prices ans stocks: option 6
"	-2,00739E+11";fr;2244;test import prices ans stocks: option 7
"	-2,00978E+11";fr;2245;test import prices ans stocks: option 8
"	-2,01218E+11";fr;2246;
"	-2,01457E+11";fr;2263;
"	-2,01697E+11";fr;2264;test import prices ans stocks: option 1
"	-2,01936E+11";fr;2265;test import prices ans stocks: option 2
"	-2,02176E+11";fr;2266;test import prices ans stocks: option 3
"	-2,02415E+11";fr;2267;test import prices ans stocks: option 4
"	-2,02655E+11";fr;2268;test import prices ans stocks: option 5
"	-2,02894E+11";fr;2269;test import prices ans stocks: option 6
"	-2,03134E+11";fr;2270;test import prices ans stocks: option 7
"	-2,03373E+11";fr;2271;test import prices ans stocks: option 8
"	-2,03613E+11";fr;2272;
"	-2,03852E+11";fr;2289;
"	-2,04092E+11";fr;2290;test import prices ans stocks: option 1
"	-2,04331E+11";fr;2291;test import prices ans stocks: option 2
"	-2,04571E+11";fr;2292;test import prices ans stocks: option 3
"	-2,0481E+11";fr;2293;test import prices ans stocks: option 4
"	-2,0505E+11";fr;2294;test import prices ans stocks: option 5
"	-2,05289E+11";fr;2295;test import prices ans stocks: option 6
"	-2,05529E+11";fr;2296;test import prices ans stocks: option 7
"	-2,05768E+11";fr;2297;test import prices ans stocks: option 8
"	-2,06008E+11";fr;2298;
"	-2,06247E+11";fr;2315;
"	-2,06487E+11";fr;2316;test import prices ans stocks: option 1
"	-2,06726E+11";fr;2317;test import prices ans stocks: option 2
"	-2,06966E+11";fr;2318;test import prices ans stocks: option 3
"	-2,07205E+11";fr;2319;test import prices ans stocks: option 4
"	-2,07445E+11";fr;2320;test import prices ans stocks: option 5
"	-2,07684E+11";fr;2321;test import prices ans stocks: option 6
"	-2,07924E+11";fr;2322;test import prices ans stocks: option 7
"	-2,08163E+11";fr;2323;test import prices ans stocks: option 8
"	-2,08403E+11";fr;2324;
"	-2,08642E+11";fr;2341;
"	-2,08882E+11";fr;2342;test import prices ans stocks: option 1
"	-2,09121E+11";fr;2343;test import prices ans stocks: option 2
"	-2,09361E+11";fr;2344;test import prices ans stocks: option 3
"	-2,096E+11";fr;2345;test import prices ans stocks: option 4
"	-2,0984E+11";fr;2346;test import prices ans stocks: option 5
"	-2,10079E+11";fr;2347;test import prices ans stocks: option 6
"	-2,10319E+11";fr;2348;test import prices ans stocks: option 7
"	-2,10558E+11";fr;2349;test import prices ans stocks: option 8
"	-2,10798E+11";fr;2350;
"	-2,11037E+11";fr;2367;
"	-2,11277E+11";fr;2368;test import prices ans stocks: option 1
"	-2,11516E+11";fr;2369;test import prices ans stocks: option 2
"	-2,11756E+11";fr;2370;test import prices ans stocks: option 3
"	-2,11995E+11";fr;2371;test import prices ans stocks: option 4
"	-2,12235E+11";fr;2372;test import prices ans stocks: option 5
"	-2,12474E+11";fr;2373;test import prices ans stocks: option 6
"	-2,12714E+11";fr;2374;test import prices ans stocks: option 7
"	-2,12953E+11";fr;2375;test import prices ans stocks: option 8
"	-2,13193E+11";fr;2376;
"	-2,13432E+11";fr;2393;
"	-2,13672E+11";fr;2394;test import prices ans stocks: option 1
"	-2,13911E+11";fr;2395;test import prices ans stocks: option 2
"	-2,14151E+11";fr;2396;test import prices ans stocks: option 3
"	-2,1439E+11";fr;2397;test import prices ans stocks: option 4
"	-2,1463E+11";fr;2398;test import prices ans stocks: option 5
"	-2,14869E+11";fr;2399;test import prices ans stocks: option 6
"	-2,15109E+11";fr;2400;test import prices ans stocks: option 7
"	-2,15348E+11";fr;2401;test import prices ans stocks: option 8
"	-2,15588E+11";fr;2402;
"	-2,15827E+11";fr;2419;
"	-2,16067E+11";fr;2420;test import prices ans stocks: option 1
"	-2,16306E+11";fr;2421;test import prices ans stocks: option 2
"	-2,16546E+11";fr;2422;test import prices ans stocks: option 3
"	-2,16785E+11";fr;2423;test import prices ans stocks: option 4
"	-2,17025E+11";fr;2424;test import prices ans stocks: option 5
"	-2,17264E+11";fr;2425;test import prices ans stocks: option 6
"	-2,17504E+11";fr;2426;test import prices ans stocks: option 7
"	-2,17743E+11";fr;2427;test import prices ans stocks: option 8
"	-2,17983E+11";fr;2428;
"	-2,18222E+11";fr;2445;
"	-2,18462E+11";fr;2446;test import prices ans stocks: option 1
"	-2,18701E+11";fr;2447;test import prices ans stocks: option 2
"	-2,18941E+11";fr;2448;test import prices ans stocks: option 3
"	-2,1918E+11";fr;2449;test import prices ans stocks: option 4
"	-2,1942E+11";fr;2450;test import prices ans stocks: option 5
"	-2,19659E+11";fr;2451;test import prices ans stocks: option 6
"	-2,19899E+11";fr;2452;test import prices ans stocks: option 7
"	-2,20138E+11";fr;2453;test import prices ans stocks: option 8
"	-2,20378E+11";fr;2454;
"	-2,20617E+11";fr;2471;
"	-2,20857E+11";fr;2472;test import prices ans stocks: option 1
"	-2,21096E+11";fr;2473;test import prices ans stocks: option 2
"	-2,21336E+11";fr;2474;test import prices ans stocks: option 3
"	-2,21575E+11";fr;2475;test import prices ans stocks: option 4
"	-2,21815E+11";fr;2476;test import prices ans stocks: option 5
"	-2,22054E+11";fr;2477;test import prices ans stocks: option 6
"	-2,22294E+11";fr;2478;test import prices ans stocks: option 7
"	-2,22533E+11";fr;2479;test import prices ans stocks: option 8
"	-2,22773E+11";fr;2480;
"	-2,23012E+11";fr;2497;
"	-2,23252E+11";fr;2498;test import prices ans stocks: option 1
"	-2,23491E+11";fr;2499;test import prices ans stocks: option 2
"	-2,23731E+11";fr;2500;test import prices ans stocks: option 3
"	-2,2397E+11";fr;2501;test import prices ans stocks: option 4
"	-2,2421E+11";fr;2502;test import prices ans stocks: option 5
"	-2,24449E+11";fr;2503;test import prices ans stocks: option 6
"	-2,24689E+11";fr;2504;test import prices ans stocks: option 7
"	-2,24928E+11";fr;2505;test import prices ans stocks: option 8
"	-2,25168E+11";fr;2506;
"	-2,25407E+11";fr;2523;
"	-2,25647E+11";fr;2524;test import prices ans stocks: option 1
"	-2,25886E+11";fr;2525;test import prices ans stocks: option 2
"	-2,26126E+11";fr;2526;test import prices ans stocks: option 3
"	-2,26365E+11";fr;2527;test import prices ans stocks: option 4
"	-2,26605E+11";fr;2528;test import prices ans stocks: option 5
"	-2,26845E+11";fr;2529;test import prices ans stocks: option 6
"	-2,27084E+11";fr;2530;test import prices ans stocks: option 7
"	-2,27324E+11";fr;2531;test import prices ans stocks: option 8
"	-2,27563E+11";fr;2532;
"	-2,27803E+11";fr;2549;
"	-2,28042E+11";fr;2550;test import prices ans stocks: option 1
"	-2,28282E+11";fr;2551;test import prices ans stocks: option 2
"	-2,28521E+11";fr;2552;test import prices ans stocks: option 3
"	-2,28761E+11";fr;2553;test import prices ans stocks: option 4
"	-2,29E+11";fr;2554;test import prices ans stocks: option 5
"	-2,2924E+11";fr;2555;test import prices ans stocks: option 6
"	-2,29479E+11";fr;2556;test import prices ans stocks: option 7
"	-2,29958E+11";fr;2558;
"	-2,29719E+11";fr;2557;test import prices ans stocks: option 8
"	-2,30198E+11";fr;2575;
"	-2,30437E+11";fr;2576;test import prices ans stocks: option 1
"	-2,30677E+11";fr;2577;test import prices ans stocks: option 2
"	-2,30916E+11";fr;2578;test import prices ans stocks: option 3
"	-2,31156E+11";fr;2579;test import prices ans stocks: option 4
"	-2,31395E+11";fr;2580;test import prices ans stocks: option 5
"	-2,31635E+11";fr;2581;test import prices ans stocks: option 6
"	-2,31874E+11";fr;2582;test import prices ans stocks: option 7
"	-2,32114E+11";fr;2583;test import prices ans stocks: option 8
"	-2,32353E+11";fr;2584;
"	-2,32593E+11";fr;2601;
"	-2,32832E+11";fr;2602;test import prices ans stocks: option 1
"	-2,33072E+11";fr;2603;test import prices ans stocks: option 2
"	-2,33311E+11";fr;2604;test import prices ans stocks: option 3
"	-2,33551E+11";fr;2605;test import prices ans stocks: option 4
"	-2,3379E+11";fr;2606;test import prices ans stocks: option 5
"	-2,3403E+11";fr;2607;test import prices ans stocks: option 6
"	-2,34269E+11";fr;2608;test import prices ans stocks: option 7
"	-2,34509E+11";fr;2609;test import prices ans stocks: option 8
"	-2,34748E+11";fr;2610;
"	-2,34988E+11";fr;2627;
"	-2,35227E+11";fr;2628;test import prices ans stocks: option 1
"	-2,35467E+11";fr;2629;test import prices ans stocks: option 2
"	-2,35706E+11";fr;2630;test import prices ans stocks: option 3
"	-2,35946E+11";fr;2631;test import prices ans stocks: option 4
"	-2,36185E+11";fr;2632;test import prices ans stocks: option 5
"	-2,36425E+11";fr;2633;test import prices ans stocks: option 6
"	-2,36664E+11";fr;2634;test import prices ans stocks: option 7
"	-2,36904E+11";fr;2635;test import prices ans stocks: option 8
"	-2,37143E+11";fr;2636;
"	-2,37383E+11";fr;2653;
"	-2,37622E+11";fr;2654;test import prices ans stocks: option 1
"	-2,37862E+11";fr;2655;test import prices ans stocks: option 2
"	-2,38101E+11";fr;2656;test import prices ans stocks: option 3
"	-2,38341E+11";fr;2657;test import prices ans stocks: option 4
"	-2,3858E+11";fr;2658;test import prices ans stocks: option 5
"	-2,3882E+11";fr;2659;test import prices ans stocks: option 6
"	-2,39059E+11";fr;2660;test import prices ans stocks: option 7
"	-2,39299E+11";fr;2661;test import prices ans stocks: option 8
